chr	start	end	peak	H3K27ac_K562_ctrl	H3K27ac_K562_all	H3K27ac_K562_sep	H3K9me3_K562_ctrl	H3K9me3_K562_all	H3K27ac_OCIAML3_ctrl	H3K27ac_OCIAML3_all	H3K27ac_OCIAML3_sep	H3K9me3_OCIAML3_ctrl	H3K9me3_OCIAML3_all	H3K9me3_OCIAML3_sep
chr6	20212047	20213047	dCas9_LTR2B_peak_297	1.8195937	2.8600776	3.5098536	-0.8901542	-2.2394257	2.576617	1.9639498	2.4109924	-3.009856	-2.1831524	-4.527435
chr6	26177788	26178788	dCas9_LTR2B_peak_298	-0.34087095	-1.536527	-1.2355735	-0.1311623	1.2200059	-0.45900708	-0.89854664	-0.248264	-1.2025012	-0.78460306	-1.3575099
chr6	26561273	26562273	dCas9_LTR2B_peak_299	-0.72789407	-1.3666022	-1.0751089	0.5793311	1.2011468	0.15766428	0.10145334	-0.1463844	-0.7874636	-0.9987279	-1.2055067
chr6	27051927	27052927	dCas9_LTR2B_peak_300	-0.5214432	-1.0129652	-1.5156814	-0.3426664	1.2386216	-1.0439696	-1.5506234	-2.0208535	-0.34689102	-0.55512124	-1.7200798
chr6	27052208	27053208	dCas9_LTR2B_peak_301	-0.38393965	-1.1442097	-2.1531112	-0.42066893	1.0193086	-1.459007	-1.3579782	-1.9053763	-0.3853652	-0.4726591	-0.7200799
chr6	27284965	27285965	dCas9_LTR2B_peak_302	-0.47413746	-0.9515646	-1.0751089	-0.06703196	1.2200059	-1.0439696	-1.2705154	-1.9053763	-0.68792796	-0.11902215	-1.3575099
chr6	27773796	27774796	dCas9_LTR2B_peak_303	1.9979309	-1.0770955	-1.1531115	-1.4206688	-0.0023864962	0.8820299	0.7081109	0.50270844	-1.0712565	-1.8352293	-2.2055068
chr6	28566540	28567540	dCas9_LTR2B_peak_304	2.5660198	1.1777184	1.1032283	0.932968	1.2751474	0.9008889	1.2567316	0.227074	-0.5504244	-0.6883878	-0.62054425
chr6	29632637	29633637	dCas9_LTR2B_peak_305	1.5374504	2.0633857	2.6993313	-2.2686658	-0.95931774	0.12595543	-0.7141221	0.8699174	-2.2728903	-2.320656	-2.5274348
chr6	31185868	31186868	dCas9_LTR2B_peak_306	-0.9047718	-1.2885996	-1.2355735	-0.5031311	0.8112004	-1.5585427	-1.2705154	-1.1463844	-0.839931	-0.6425841	-0.94247234
chr6	38796297	38797297	dCas9_LTR2B_peak_307	-0.18040627	-1.4490643	-1.8636047	-0.783239	0.412651	-2.1959727	-1.7730157	-1.2134986	-1.2728904	-0.78460306	-1.3575099
chr6	43642383	43643383	dCas9_LTR2B_peak_308	-0.47413746	-0.9515646	-1.4161458	-1.4206688	1.1430439	-0.32150355	-1.7730157	-1.2838879	-0.839931	-0.6425841	-1.2055067
chr6	52303488	52304488	dCas9_LTR2B_peak_309	1.7614907	-1.214599	-2.3230364	-1.4206688	-0.3463409	0.7838495	0.72948456	0.30107456	-1.5073557	-0.8876966	-0.5274348
chr6	62765941	62766941	dCas9_LTR2B_peak_310	-1.4283338	-2.0770955	-1.6225966	-0.783239	-0.79885316	-1.0439696	-2.03605	-2.1463845	-0.27289045	-0.83522916	-1.3575099
chr6	68179764	68180764	dCas9_LTR2B_peak_311	-1.6209788	-1.8360875	-1.5156814	0.1098458	-0.23942569	-1.1179701	-1.2705154	-2.1463845	-1.135387	-0.35718188	-1.5274348
chr6	74236923	74237923	dCas9_LTR2B_peak_312	-2.1064057	-1.536527	-2.1531112	-0.8901542	-0.587349	-0.9735802	-2.1880531	-1.2134986	-0.34689102	-0.94214433	-0.20550673
chr6	74467983	74468983	dCas9_LTR2B_peak_313	-2.2584088	-2.3666022	-3.3230364	-2.0056314	-0.7248525	-1.665458	-1.2705154	-0.90537626	-0.6406222	-0.5133011	-1.5274348
chr6	74473996	74474996	dCas9_LTR2B_peak_314	-1.9689021	-2.7291722	-2.7380738	-1.2686658	-0.13989002	-1.7809352	-1.8985466	-1.6989255	-0.73683757	-0.28503212	-1.0680032
chr6	86609382	86610382	dCas9_LTR2B_peak_315	-1.7278941	-1.6296365	-1.4161458	-0.8901542	-0.046780612	-0.5079167	-2.3579783	-0.28388792	-0.9509623	-1.0576216	-0.8269951
chr6	88661992	88662992	dCas9_LTR2B_peak_316	-2.2584088	-1.8360875	-1.8636047	-0.8901542	0.34553683	-0.7809351	-2.03605	-1.435891	-1.0712565	-0.78460306	-0.94247234
chr6	111283748	111284748	dCas9_LTR2B_peak_317	-1.5214431	-1.7291722	-0.93071896	-1.4206688	0.8839567	-0.8423357	-1.1880534	-1.2134986	-1.3468909	-0.21631935	-1.2055067
chr6	111289673	111290673	dCas9_LTR2B_peak_318	-0.6734463	-1.2885996	-2.0011082	-0.5031311	0.34553683	-1.3658977	-1.2705154	-1.1463844	-0.839931	-0.6883878	-1.5274348
chr6	116325371	116326371	dCas9_LTR2B_peak_319	-1.6209788	-2.5365272	-2.0011082	-0.783239	-0.18879963	-1.5585427	-2.7730157	-1.1463844	-1.0098561	-0.83522916	-1.5274348
chr6	132600508	132601508	dCas9_LTR2B_peak_320	-1.4283338	-1.0770955	-1.6225966	-2.0056314	-2.4618182	-2.0439696	-2.03605	-1.9053763	-0.839931	-1.1831524	-0.94247234
chr6	154128597	154129597	dCas9_LTR2B_peak_321	-1.2584088	-1.3666022	-1.6225966	-0.783239	0.62564474	-0.9735802	-1.8985466	-2.0208535	-0.73683757	-0.3946566	-1.2055067
chr6	157429112	157430112	dCas9_LTR2B_peak_322	-0.47413746	-1.3666022	-1.0011083	-0.6837033	0.47678134	-1.5585427	-3.0360503	-1.3578885	-1.0098561	-1.320656	-1.2055067
chr6	166957895	166958895	dCas9_LTR2B_peak_323	-0.21888043	-1.4490643	-2.3230364	-1.2686658	0.040682223	1.2923138	0.75054616	0.7865014	-0.89437884	-0.78460306	-1.7200798
chr6	166988824	166989824	dCas9_LTR2B_peak_324	-0.34087095	-0.8360874	-1.3230364	0.053262275	0.8358624	-0.6654579	-0.83441633	-1.2134986	-0.5504244	-0.6425841	-1.3575099
chr6	170145799	170146799	dCas9_LTR2B_peak_325	-0.9689022	-1.1442097	-1.5156814	-2.5905938	-1.0467806	-0.5079167	-0.77301574	-1.2838879	-0.9509623	-0.55512124	-2.5274348
chr7	905153	906153	dCas9_LTR2B_peak_326	-0.47413746	-0.9515646	-1.6225966	-0.3426664	-0.95931774	-0.117970146	-0.31358415	-0.1463844	-0.42489353	-1.2502667	-3.5274346
chr7	5027899	5028899	dCas9_LTR2B_peak_327	-1.4283338	-1.536527	-1.5156814	-0.783239	0.31077138	-1.459007	-1.4510876	-1.3578885	-2.009856	-0.78460306	-0.94247234
chr7	5583374	5584374	dCas9_LTR2B_peak_328	-0.5703528	-1.536527	-1.7380738	-1.4206688	-0.092584305	-4.3658977	-1.8985466	-1.6989255	-2.135387	-0.94214433	-1.3575099
chr7	16368625	16369625	dCas9_LTR2B_peak_329	-0.4283338	-1.0770955	-1.0751089	-0.1311623	0.7861094	-2.1959727	-2.1880531	-2.1463845	-1.0712565	-0.9987279	-0.62054425
chr7	17382246	17383246	dCas9_LTR2B_peak_330	-2.1064057	-1.536527	-2.0011082	-2.0056314	-0.23942569	-0.36589766	-1.5506234	-1.2838879	-0.89437884	-1.0576216	-0.2795073
chr7	21372584	21373584	dCas9_LTR2B_peak_331	-1.4283338	-1.6296365	-1.4161458	0.3636024	0.5078082	-1.7809352	-3.357978	-1.435891	-1.5948185	-1.1831524	-0.8269951
chr7	24788878	24789878	dCas9_LTR2B_peak_332	-1.7278941	-1.6296365	-2.1531112	-0.1311623	-0.092584305	-0.9735802	-1.3579782	-2.7984612	-1.2025012	-0.7356935	-1.3575099
chr7	64803929	64804929	dCas9_LTR2B_peak_333	-0.1064057	-1.3666022	-2.0011082	0.16429359	1.2011468	-2.1959727	-3.357978	-1.2838879	-0.839931	-0.5133011	-1.5274348
chr7	66114717	66115717	dCas9_LTR2B_peak_334	2.3595688	2.9633188	3.6542437	-0.5031311	-0.8768556	2.540993	2.6643894	2.9019785	-1.7874637	-1.6425841	-1.7200798
chr7	66727171	66728171	dCas9_LTR2B_peak_335	-1.2584088	-1.3666022	-1.7380738	-2.0056314	-0.18879963	-2.0439696	-2.5506234	-1.082254	-2.135387	-1.4726591	-2.2055068
chr7	72208739	72209739	dCas9_LTR2B_peak_336	-1.5214431	-1.3666022	-1.7380738	-1.1311623	-1.13989	-1.906466	-1.8985466	-2.0208535	-2.5948186	-1.1190221	-0.8269951
chr7	74343287	74344287	dCas9_LTR2B_peak_337	-0.9047718	-0.9515646	-2.7380738	-2.0056314	0.47678134	-1.7809352	-2.03605	-0.85092854	-1.8943788	-1.3946565	-2.2055068
chr7	77304207	77305207	dCas9_LTR2B_peak_338	-1.9689021	-1.536527	-0.8636048	-0.06703196	0.16267274	-2.0439696	-1.5506234	-2.1463845	-1.0098561	-0.1831525	-1.0680032
chr7	77304517	77305517	dCas9_LTR2B_peak_339	-1.9689021	-0.892671	-0.93071896	-0.005631413	0.12314438	-1.665458	-1.7730157	-1.3578885	-1.3468909	-0.08799526	-1.5274348
chr7	87875886	87876886	dCas9_LTR2B_peak_340	2.031098	2.9831092	3.7295315	-1.7832389	-1.4618181	2.460651	2.1014533	2.7865014	-2.2728903	-1.9421444	-2.9424725
chr7	103296917	103297917	dCas9_LTR2B_peak_341	1.3398505	2.1000974	2.5473282	-1.0056314	-0.40292445	1.710918	2.025726	2.4816468	-1.6879278	-1.1831524	-1.3575099
chr7	125454527	125455527	dCas9_LTR2B_peak_342	-0.9047718	-1.0770955	-1.3230364	0.16429359	1.1430439	-0.8423357	-1.1100508	-1.3578885	-0.839931	-0.43313074	-1.3575099
chr7	127570479	127571479	dCas9_LTR2B_peak_343	-0.47413746	-1.4490643	-0.7994744	-0.783239	1.0617439	-1.3658977	-1.7730157	-1.9053763	-1.2728904	-0.1831525	-0.43997198
chr7	135073162	135074162	dCas9_LTR2B_peak_344	-0.9047718	-1.7291722	-1.8636047	-0.6837033	0.0825024	-1.1959727	-1.8985466	-1.1463844	-0.9509623	-0.78460306	-0.94247234
chr7	135171198	135172198	dCas9_LTR2B_peak_345	0.4045562	0.507867	0.7854881	-0.1311623	1.3107713	2.060367	2.6020236	2.8120365	-1.5948185	-0.94214433	-1.9424723
chr7	137962552	137963552	dCas9_LTR2B_peak_346	1.5828934	1.2316571	1.7854881	-0.6837033	0.37948415	-0.5585427	-0.40378198	-0.96195984	-0.3094163	-0.8876966	-1.0680032
chr7	150955351	150956351	dCas9_LTR2B_peak_347	2.5489461	3.4719014	4.105324	-1.4206688	-1.2394258	-2.1959727	-2.3579783	-1.6989255	-2.2728903	-1.6425841	-2.9424725
chr8	6697158	6698158	dCas9_LTR2B_peak_348	-1.6209788	-1.8360875	-1.5156814	-0.59059393	0.5078082	-0.6654579	-0.31358415	-1.2134986	-0.46553555	-0.21631935	-0.8269951
chr8	9555250	9556250	dCas9_LTR2B_peak_349	1.3530259	2.0855248	2.5035121	-1.0056314	-1.2394258	2.3552015	1.9818716	2.543931	-1.6879278	-1.2502667	-1.9424723
chr8	12541212	12542212	dCas9_LTR2B_peak_350	-0.47413746	-0.67854613	-0.27864227	-0.19827649	0.53818184	0.27795854	-0.40378198	-0.113962926	1.091682	1.0298412	0.22745267
chr8	24242359	24243359	dCas9_LTR2B_peak_351	-1.340871	-1.9515647	-3.0011082	-1.0056314	-0.46181813	-0.6654579	-1.5506234	-0.96195984	-0.73683757	-0.5133011	-0.62054425
chr8	42741094	42742094	dCas9_LTR2B_peak_352	-1.6209788	-1.536527	-1.0751089	-0.42066893	0.2386216	0.9195045	-0.9656608	0.227074	-0.3094163	-0.08799526	-0.35750985
chr8	52571061	52572061	dCas9_LTR2B_peak_353	-2.6209788	-1.9515647	-2.3230364	-1.4206688	-0.2918931	2.2923138	1.3834888	2.807812	-0.42489353	0.029841231	-0.8269951
chr8	55775618	55776618	dCas9_LTR2B_peak_354	-0.38393965	-1.0770955	-1.8636047	0.053262275	0.90741575	-0.19597267	0.1338748	-0.435891	0.16006896	0.21539688	-0.2795073
chr8	67824604	67825604	dCas9_LTR2B_peak_355	-2.2584088	-2.0770955	-2.0011082	-1.0056314	0.31077138	-0.5079167	-1.6575385	-0.747835	-0.3094163	0.21539688	0.37945578
chr8	88674731	88675731	dCas9_LTR2B_peak_356	-1.7278941	-1.9515647	-2.0011082	-1.2686658	-0.40292445	-0.45900708	-1.8985466	-1.6058159	0.019891309	0.08533634	-0.7200799
chr8	94440704	94441704	dCas9_LTR2B_peak_357	-0.5214432	-1.4490643	-1.6225966	-0.8901542	0.86011	0.27795854	-0.110050775	-0.28388792	-0.23726654	0.4866989	-0.13511741
chr8	106086618	106087618	dCas9_LTR2B_peak_358	-1.0360163	-1.8360875	-1.0751089	-0.8901542	-0.0023864962	-0.61101013	-1.0360502	-0.605816	-0.27289045	0.21539688	-0.20550673
chr8	106500020	106501020	dCas9_LTR2B_peak_359	-2.4283338	-1.9515647	-2.1531112	-0.26866582	-0.46181813	-1.0439696	-0.40378198	-1.2838879	-0.13538691	-0.05762161	-0.62054425
chr8	139178289	139179289	dCas9_LTR2B_peak_360	-1.9689021	-1.9515647	-2.7380738	-0.783239	0.37948415	-1.2784349	-1.0360502	-1.6989255	-0.040229686	0.2643065	-0.13511741
chr8	141713311	141714311	dCas9_LTR2B_peak_361	-3.1064057	-1.6296365	-1.7380738	-1.4206688	-2.4618182	-1.3658977	-1.4510876	-1.082254	-0.68792796	-0.6883878	-1.7200798
chr9	40938956	40939956	dCas9_LTR2B_peak_362	1.4785569	1.1358982	1.6769636	-0.42066893	-0.7248525	-0.6654579	-0.7141221	-0.5614219	-0.23726654	-0.027874269	0.057527665
chr9	41235859	41236859	dCas9_LTR2B_peak_363	-2.4283338	-3.5365272	-2.5156813	-1.2686658	-1.5873489	-1.665458	-4.357978	-1.9053763	-2.5948186	-1.4726591	-2.5274348
chr9	62800706	62801706	dCas9_LTR2B_peak_364	-0.6209789	-0.892671	-0.6791802	0.16429359	0.412651	3.3721945	2.6363752	3.6633105	0.019891309	0.9573287	-0.0038728793
chr9	63813877	63814877	dCas9_LTR2B_peak_365	-2.6209788	-2.7291722	-2.5156813	-1.7832389	-2.7248526	-1.5585427	-1.4510876	-0.51835316	-1.7874637	-0.8876966	-2.9424725
chr9	79008252	79009252	dCas9_LTR2B_peak_366	-2.6209788	-1.8360875	-4.323036	-2.5905938	-0.65446323	-1.3658977	-1.6575385	-1.9053763	-1.6879278	-1.2502667	-1.3575099
chr9	94300067	94301067	dCas9_LTR2B_peak_367	0.83845276	0.4407528	0.6542435	-1.2686658	0.412651	-0.9735802	-1.5506234	-2.2838879	-1.7874637	-0.8876966	-1.0680032
chr9	122536655	122537655	dCas9_LTR2B_peak_368	-1.340871	-1.7291722	-2.3230364	-0.3426664	-0.13989002	-2.7809353	-2.3579783	-1.6058159	-2.009856	-1.0576216	-2.2055068
chr9	122775480	122776480	dCas9_LTR2B_peak_369	-1.5214431	-2.0770955	-1.7380738	-1.7832389	0.53818184	-2.1959727	-2.5506234	-1.9053763	-1.3468909	-0.55512124	-1.2055067
chr9	129409876	129410876	dCas9_LTR2B_peak_370	-0.9689022	-0.44906428	-0.93071896	0.053262275	-0.79885316	-0.906466	-1.3579782	-0.85092854	-1.135387	-0.3946566	-0.8269951
chr9	130954724	130955724	dCas9_LTR2B_peak_371	1.1863761	0.95532596	0.8267107	1.4754952	1.412651	-1.459007	-1.3579782	-1.9053763	-1.5948185	-0.78460306	-0.94247234
chr9	130958274	130959274	dCas9_LTR2B_peak_372	0.74159116	1.0026317	0.4318511	1.4968688	1.379484	-2.3658977	-2.1880531	-2.605816	-1.8943788	-1.8352293	-1.2055067
chr9	133418060	133419060	dCas9_LTR2B_peak_373	1.5024035	0.6532974	1.4184306	-1.2686658	-0.18879963	1.4795923	1.3969092	1.6230026	-2.135387	-1.1190221	-2.2055068
chr9	137355000	137356000	dCas9_LTR2B_peak_374	-1.8433713	-1.1442097	-1.1531115	-1.1311623	-0.40292445	-1.1959727	-1.8985466	-0.90537626	-1.6879278	-0.21631935	-1.7200798
chr10	16198211	16199211	dCas9_LTR2B_peak_37	-2.2584088	-2.3666022	-3.3230364	-1.0056314	-0.3463409	-2.5585427	-1.7730157	-2.2838879	-0.9509623	-0.8876966	-0.35750985
chr10	23052758	23053758	dCas9_LTR2B_peak_38	1.6696982	0.37036347	0.2619261	-0.8901542	0.62564474	-1.1959727	-3.357978	-1.6058159	-1.4248935	-0.9987279	-1.0680032
chr10	29360113	29361113	dCas9_LTR2B_peak_39	-2.6209788	-1.4490643	-2.7380738	-0.8901542	0.5679292	-2.1959727	-2.5506234	-2.2838879	-0.9509623	-0.4726591	-1.9424723
chr10	30475968	30476968	dCas9_LTR2B_peak_40	-0.9047718	-1.214599	-2.3230364	-0.26866582	0.31077138	0.12595543	-1.8985466	-1.2134986	-1.8943788	-0.59819	-2.9424725
chr10	35126194	35127194	dCas9_LTR2B_peak_41	1.4045563	2.3643398	3.056342	-1.5905939	-1.2394258	2.1259553	1.5845362	2.1950839	-2.7874637	-2.642584	-2.9424725
chr10	42376917	42377917	dCas9_LTR2B_peak_42	-1.1064056	-1.7291722	-1.0751089	-0.1311623	0.34553683	-2.5585427	-3.357978	-1.7984611	-1.4248935	-0.43313074	-1.2055067
chr10	67158720	67159720	dCas9_LTR2B_peak_43	-1.1804063	-0.892671	-1.8636047	0.2673871	-0.23942569	-1.7809352	-2.1880531	-2.605816	-0.7874636	-0.59819	-1.0680032
chr10	68832993	68833993	dCas9_LTR2B_peak_44	-1.0360163	-2.3666022	-1.7380738	0.40940607	0.8112004	-1.7809352	-3.357978	-1.2134986	-1.5073557	-1.1190221	-1.7200798
chr10	69307868	69308868	dCas9_LTR2B_peak_45	0.3530259	-0.78163964	-0.93071896	0.8688377	0.5970756	-1.7809352	-1.7730157	-0.96195984	-1.3468909	-0.83522916	-0.8269951
chr10	72758696	72759696	dCas9_LTR2B_peak_46	-0.8433713	-1.0129652	-0.7994744	-0.59059393	0.53818184	-1.1959727	-1.6575385	-0.7984611	-2.4248934	-0.94214433	-0.5274348
chr10	77682860	77683860	dCas9_LTR2B_peak_47	-1.7278941	-1.1442097	-1.7380738	-0.8901542	0.37948415	-1.1959727	-2.03605	-1.7984611	-2.2728903	-0.7356935	-0.94247234
chr10	84162835	84163835	dCas9_LTR2B_peak_48	-1.2584088	-1.8360875	-2.0011082	-0.783239	-0.23942569	-1.1179701	-2.1880531	-1.435891	-0.9509623	-0.78460306	-0.62054425
chr10	84166778	84167778	dCas9_LTR2B_peak_49	-1.8433713	-1.8360875	-1.7380738	-1.0056314	0.412651	-0.9735802	-2.03605	-0.96195984	-1.3468909	-1.1831524	-1.7200798
chr10	84171582	84172582	dCas9_LTR2B_peak_50	-1.4283338	-1.4490643	-1.8636047	-1.2686658	0.16267274	0.38898984	-0.110050775	0.7865014	-1.5948185	-0.59819	-2.5274348
chr10	95374274	95375274	dCas9_LTR2B_peak_51	-1.7278941	-1.6296365	-1.2355735	-2.5905938	-0.79885316	-1.1179701	-1.4510876	-2.0208535	-0.89437884	-1.320656	-1.5274348
chr10	96831547	96832547	dCas9_LTR2B_peak_52	1.3398505	1.4858407	2.335175	-3.5905938	-3.0467806	2.060367	1.4364376	2.0308087	-2.135387	-2.320656	-2.2055068
chr10	97554978	97555978	dCas9_LTR2B_peak_53	-3.4283338	-1.7291722	-2.5156813	-2.0056314	-0.3463409	-1.665458	-1.2705154	-1.2838879	-1.6879278	-0.6425841	-2.5274348
chr10	97555289	97556289	dCas9_LTR2B_peak_54	-2.4283338	-1.9515647	-2.7380738	-2.0056314	-0.46181813	-1.7809352	-1.4510876	-1.2134986	-1.6879278	-0.9987279	-2.2055068
chr10	97560907	97561907	dCas9_LTR2B_peak_55	-2.4283338	-1.7291722	-3.7380738	-0.5031311	-0.2918931	-1.7809352	-1.5506234	-2.2838879	-1.2728904	-0.05762161	-1.7200798
chr10	98132896	98133896	dCas9_LTR2B_peak_56	-1.5214431	-1.214599	-1.7380738	0.3636024	0.412651	-0.2784348	-1.1100508	-1.082254	-1.4248935	-0.59819	-0.94247234
chr10	98670386	98671386	dCas9_LTR2B_peak_57	-2.6209788	-2.2145991	-1.7380738	-1.5905939	-0.52321863	-2.5585427	-2.03605	-2.0208535	-1.5948185	-1.320656	-1.5274348
chr10	103250488	103251488	dCas9_LTR2B_peak_58	-2.1064057	-2.0770955	-2.3230364	-2.5905938	-2.7248526	-1.7809352	-3.357978	-2.1463845	-1.7874637	-1.1831524	-1.9424723
chr11	277849	278849	dCas9_LTR2B_peak_59	0.83845276	-1.6296365	-1.6225966	-0.42066893	-0.092584305	-0.32150355	-2.3579783	-1.3578885	-2.135387	-0.6425841	-1.0680032
chr11	1610030	1611030	dCas9_LTR2B_peak_60	-2.2584088	-1.3666022	-1.8636047	-0.6837033	-0.65446323	-1.665458	-2.5506234	-1.5183531	-1.0098561	-0.7356935	-1.9424723
chr11	3644114	3645114	dCas9_LTR2B_peak_61	-0.21888043	-2.3666022	-1.0011083	-1.4206688	-0.18879963	-0.906466	-2.03605	-1.3578885	-1.8943788	-1.0576216	-0.94247234
chr11	17085574	17086574	dCas9_LTR2B_peak_62	-1.5214431	-1.1442097	-1.3230364	-1.0056314	0.20114689	-0.906466	-0.83441633	-0.3578885	-1.4248935	-1.1831524	-1.0680032
chr11	46318339	46319339	dCas9_LTR2B_peak_63	0.8195937	0.76725364	1.3063202	-1.7832389	-0.40292445	2.3552015	2.025726	2.5938563	-1.5948185	-1.8352293	-2.2055068
chr11	60108153	60109153	dCas9_LTR2B_peak_64	-1.2584088	-1.8360875	-2.0011082	-1.5905939	0.412651	-0.9735802	-2.03605	-0.96195984	-1.5948185	-0.25026667	-1.3575099
chr11	62286104	62287104	dCas9_LTR2B_peak_65	-1.2584088	-1.8360875	-1.4161458	-0.6837033	0.5970756	-2.0439696	-2.03605	-1.435891	-0.89437884	-0.43313074	-0.94247234
chr11	62325588	62326588	dCas9_LTR2B_peak_66	-1.7278941	-1.3666022	-2.1531112	-1.2686658	0.040682223	-1.5585427	-2.1880531	-0.90537626	-1.2728904	-0.8876966	-1.0680032
chr11	62855540	62856540	dCas9_LTR2B_peak_67	2.319859	2.7395973	3.284294	-1.1311623	-0.95931774	2.6620083	2.6973042	2.8162487	-2.4248934	-1.6425841	-2.5274348
chr11	65260422	65261422	dCas9_LTR2B_peak_68	0.18637605	-0.21459904	-0.19375338	-0.26866582	0.412651	0.1886912	-0.40378198	0.14907147	-1.6879278	-0.78460306	-1.2055067
chr11	73270900	73271900	dCas9_LTR2B_peak_69	-1.6209788	-2.0770955	-1.6225966	-2.2686658	-0.2918931	0.41546205	0.44937664	1.0946237	-1.7874637	-1.1831524	-1.2055067
chr11	73952959	73953959	dCas9_LTR2B_peak_70	-1.1064056	-1.536527	-1.7380738	-0.6837033	0.47678134	-1.1959727	-0.89854664	-0.96195984	-1.2728904	-0.83522916	-1.0680032
chr11	75049020	75050020	dCas9_LTR2B_peak_71	-1.0360163	-1.7291722	-1.2355735	-1.1311623	0.7345791	-1.3658977	-2.03605	-1.5183531	-0.73683757	-0.6425841	-0.62054425
chr11	76901164	76902164	dCas9_LTR2B_peak_72	-0.25840878	-1.0129652	-1.7380738	-1.1311623	0.5679292	-0.6654579	-0.89854664	0.39418396	-1.0712565	-1.3946565	-0.7200799
chr11	80653854	80654854	dCas9_LTR2B_peak_73	-2.8433714	-1.4490643	-2.5156813	-1.5905939	-0.23942569	-2.7809353	-3.0360503	-3.2838879	-1.5948185	-0.83522916	-1.2055067
chr11	90422495	90423495	dCas9_LTR2B_peak_74	-2.4283338	-2.3666022	-1.8636047	-1.5905939	-0.092584305	-0.5079167	-0.83441633	-0.08225407	-2.2728903	-0.6883878	-1.3575099
chr11	91481268	91482268	dCas9_LTR2B_peak_75	-1.9689021	-1.7291722	-3.0011082	-0.783239	-0.2918931	-2.7809353	-4.357978	-1.3578885	-1.0098561	-0.94214433	-1.0680032
chr11	105486499	105487499	dCas9_LTR2B_peak_76	-1.8433713	-1.536527	-1.5156814	-2.2686658	0.0825024	-2.0439696	-0.9656608	-2.1463845	-1.6879278	-0.7356935	-1.2055067
chr11	108664315	108665315	dCas9_LTR2B_peak_77	1.1566287	0.8210249	1.1526971	-1.2686658	0.7081069	1.3206028	0.52466476	0.90197855	-2.4248934	-1.3946565	-1.5274348
chr11	111764244	111765244	dCas9_LTR2B_peak_78	-0.18040627	-0.78163964	-0.6791802	-0.42066893	1.3282589	-0.9735802	-1.1880534	-0.747835	-2.2728903	-0.7356935	-0.43997198
chr12	9712542	9713542	dCas9_LTR2B_peak_79	-2.1064057	-2.0770955	-2.7380738	-1.7832389	0.0825024	-1.0439696	-1.7730157	-1.6989255	-0.68792796	-0.94214433	-1.2055067
chr12	25250586	25251586	dCas9_LTR2B_peak_80	0.3530259	1.6922916	2.0948162	-2.0056314	-2.4618182	1.3065277	0.2269842	0.734034	-2.7874637	-2.8352292	-1.3575099
chr12	66169306	66170306	dCas9_LTR2B_peak_81	1.9553705	3.0928295	3.6599572	-2.5905938	-2.4618182	3.4733062	3.5031087	3.7451231	-2.4248934	-3.320656	-2.5274348
chr12	72817894	72818894	dCas9_LTR2B_peak_82	-1.8433713	-2.2145991	-2.0011082	-0.42066893	-0.46181813	-2.3658977	-1.7730157	-2.4358912	-1.2025012	-0.6425841	-0.94247234
chr12	72823798	72824798	dCas9_LTR2B_peak_83	-2.8433714	-2.2145991	-2.1531112	-1.2686658	-0.587349	-2.5585427	-3.357978	-1.5183531	-2.135387	-0.6883878	-1.5274348
chr12	73876952	73877952	dCas9_LTR2B_peak_84	-1.8433713	-3.5365272	-2.7380738	-2.0056314	0.16267274	-3.3658977	-1.5506234	-3.6058161	-1.6879278	-1.4726591	-2.2055068
chr12	95388115	95389115	dCas9_LTR2B_peak_85	-0.72789407	-1.8360875	-1.8636047	-0.59059393	-0.092584305	-1.665458	-2.7730157	-1.9053763	-2.5948186	-0.78460306	-2.2055068
chr12	95560778	95561778	dCas9_LTR2B_peak_86	-0.9689022	-1.6296365	-2.0011082	-1.1311623	-0.18879963	-1.906466	-2.7730157	-1.435891	-1.7874637	-1.4726591	-1.5274348
chr12	110049566	110050566	dCas9_LTR2B_peak_87	-0.72789407	-1.1442097	-0.93071896	-3.5905938	0.5970756	0.97395235	-1.0360502	-0.05122717	-1.3468909	-0.9987279	-1.0680032
chr12	118707642	118708642	dCas9_LTR2B_peak_88	-2.1064057	-1.9515647	-2.3230364	-1.1311623	-2.0467806	-2.5585427	-2.7730157	-2.0208535	-2.135387	-1.1831524	-2.2055068
chr12	128004109	128005109	dCas9_LTR2B_peak_89	-2.4283338	-1.9515647	-2.7380738	-1.7832389	-0.95931774	-0.9735802	-2.1880531	-3.0208535	-1.5073557	-1.2502667	-2.2055068
chr12	131395204	131396204	dCas9_LTR2B_peak_90	-1.9689021	-2.0770955	-1.7380738	-2.5905938	-1.13989	-1.906466	-2.03605	-3.2838879	-1.7874637	-1.7356935	-1.9424723
chr12	132463082	132464082	dCas9_LTR2B_peak_91	-0.47413746	-1.1442097	-2.0011082	-1.0056314	-1.13989	-1.1959727	-0.89854664	-2.0208535	-1.2728904	-0.6883878	-0.94247234
chr12	132463820	132464820	dCas9_LTR2B_peak_92	-1.0360163	-0.8360874	-2.1531112	-1.0056314	-1.3463409	-1.906466	-1.1880534	-2.0208535	-0.7874636	-0.43313074	-0.62054425
chr13	22880167	22881167	dCas9_LTR2B_peak_93	-1.7278941	-2.0770955	-2.1531112	-2.0056314	-1.2394258	-1.7809352	-1.3579782	-1.6058159	-0.839931	-0.3946566	-2.2055068
